Post_ID,Post_Date,Platform,Content_Type,Campaign_Name,Country,City,Latitude,Longitude,Audience_Age_Group,Sentiment,Followers,Impressions,Likes,Shares,Comments,Clicks,Engagement_Rate_Percent
POST-0642,24/07/2025,Instagram,Text Post ,brand awareness, Nigeria ,Lagos,6.4843,3.2242,55+,Positive,430536,267032,10752,1936,1551,20188,5.33
POST-0487,2025-04-06,instagram,Text Post ,Community,USA,New York,40.9376,-73.9824,25-34,Negative,631288,322877,4891,628,659,6031,1.91
POST-0942,09/03/2025,facebook,live stream,customer education,France,Paris,49.1523,2.1299,45-54,Positive,371078,175147,6569,667,644,9189,4.5
POST-0484,26-Oct-2025,You Tube,Short,Community,Canada,Toronto,43.5599,-79.3499,45-54,Neutral,663000,257843,52863,8080,1429,13617,24.19
POST-0279,2025-12-17,LinkedIn,SHORT,Product Launch ,Australia,Sydney,-34.0344,151.2294,35-44,Positive,266410,84769,13511,2435,1028,1594,20.02
POST-0618,29-Apr-2025,LINKEDIN,Carousel ,Customer Education,south africa,Cape Town,-33.8601,18.5623,35-44,Positive,229775,122269,16824,2361,545,5855,16.14
POST-0283,12/21/2025,FB,text post,Product Launch,South Africa,Cape Town,-33.6304,18.2588,18-24,Negative,318789,157298,13856,810,852,10654,9.87
POST-0900,29-Aug-2025, Facebook,Image ,influencer campaign,india,Mumbai,18.869,72.8912,25-34,Neutral,288774,35412,13300,1816,292,2027,43.51
POST-0600,2025-02-12,LinkedIn,image,,france,Paris,48.667,2.4628,35-44,Neutral,280433,221672,15880,1320,1750,17407,8.55
POST-0321,22/10/2025,twitter,video,Customer Education,SA,Cape Town,-33.6775,18.1615,55+,Negative,404967,254800,24097,2695,673,3392,10.78
POST-0871,05-Jun-2025,You Tube,carousel,product launch,south africa,Cape Town,-34.0962,18.3557,45-54,Negative,1018792,,37040,2560,3683,12847,21.3
POST-0685,15-Jun-2025,,Carousel ,brand awareness, CANADA,Toronto,43.5691,-79.3899,25-34,Negative,677345,420810,29430,4074,617,3656,8.11
POST-0016,12/03/2025,facebook,CAROUSEL,, Nigeria ,Lagos,6.7365,3.6513,55+,Negative,327940,54728,8060,1329,958,1946,18.91
POST-0145,22-Mar-2025,x ,live stream,Customer Education,Canada,Toronto,43.5036,-79.6595,55+,Negative,387434,63398,36231,7951,3895,3381,75.83
POST-0952,02/22/2025,Linked In,reel,Product Launch,United States,New York,40.807,-73.7772,18-24,Neutral,213577,35529,11310,2126,1024,,40.7
POST-0141,02-Nov-2025,LINKEDIN,reel,product launch,Ghana,Accra,5.7164,-0.1918,45-54,Neutral,166860,57742,12233,1641,1339,1792,
POST-0122,2025-02-14,instagram,Video ,community engagement,United Kingdom,London,51.4218,-0.1259,55+,Positive,414905,,5268,963,516,4942,3.01
POST-0670,17/06/2025,facebook,VID,Influencer Campaign,NIGERIA,Lagos,6.6691,3.476,55+,Positive,515672,287553,36266,,,4775,16.79
POST-0306,23-Oct-2025,You Tube,Live Stream,Influencer,,Toronto,43.4829,-79.1921,25-34,Negative,450478,294401,30742,6632,2000,6458,13.37
POST-0874,09/05/2025,YouTube,Short,Influencer,Canada,Toronto,43.8235,-79.2054,18-24,Positive,825614,425137,50351,9626,1705,14724,14.51
POST-0652,07-Nov-2025,IG,REEL,,United Kingdom,London,51.2371,0.0286,25-34,Negative,493977,107734,26477,5021,2173,3758,31.25
POST-0996,31-Aug-2025,LINKEDIN,Reel,Community,south africa,Cape Town,-34.0383,,25-34,Negative,176087,42824,18248,1723,1921,1460,51.12
POST-0397,12/01/2025,TikTok ,Photo,Promo, CANADA,Toronto,43.5496,-79.1171,45-54,Neutral,678880,175376,45326,,6253,11126,32.2
POST-0980,22/09/2025,Instagram,SHORT,Product Launch ,germany,Berlin,52.3379,13.5753,35-44,Negative,418507,113148,44069,5347,4468,8125,47.62
POST-0030,24/02/2025, Facebook,short,Product Launch ,australia,Sydney,-34.0374,151.0234,25-34,Negative,377622,238080,19033,1991,,1582,9.32
POST-0281,10/10/2025,x ,Live,Community,Ghana,Accra,5.4898,0.0442,25-34,Positive,321594,215344,10113,1463,1345,3590,6.0
POST-0082,2025-10-25,LINKEDIN,Live,Seasonal Promo,germany,Berlin,52.7565,13.5624,45-54,Positive,200520,166365,17587,3385,581,8752,12.96
POST-0499,22/04/2025,linkedin,CAROUSEL,Product Launch,south africa,Cape Town,-34.2104,18.2231,18-24,Negative,193684,41098,2756,176,377,2075,8.05
POST-0630,2025-02-11,Linked In,REEL,Influencer,UK,London,51.6635,0.1363,18-24,Negative,274747,92700,27923,1279,610,6976,32.16
POST-0852,12/28/2025,IG,carousel,Seasonal Promo,canada,Toronto,43.9268,,35-44,Positive,466918,369979,14821,2349,405,6734,4.75
POST-0997,29-Oct-2025,YouTube,SHORT,influencer campaign,india,Mumbai,18.9007,72.8693,45-54,Negative,463692,279485,45617,2349,6643,12669,19.54
POST-0795,14/05/2025,Linked In,Video,Seasonal Promo,india,Mumbai,18.8033,73.0726,25-34,Negative,243925,204377,26542,2819,3829,,16.24
POST-0373,27-Aug-2025,,Short,community engagement,INDIA,Mumbai,19.1807,72.7737,55+,Neutral,1051501,567719,25891,2575,1176,22171,5.22
POST-0535,13-Jul-2025,Tik Tok,text post,Education,America,New York,40.9509,-74.292,18-24,Positive,829023,437195,34416,4647,3289,19237,9.69
POST-0505,2025-04-09,Instagram,carousel,Promo,SA,Cape Town,-34.1411,18.1932,18-24,Positive,480715,131525,2838,325,243,6511,2.59
POST-0612,2025-02-13,facebook,VID,brand awareness,Canada,Toronto,43.726,-79.2544,25-34,Positive,444761,55748,36931,3844,3126,3447,78.75
POST-0928,23-Oct-2025,Twitter,Image ,Education,UK,London,51.7588,-0.116,45-54,Neutral,275623,216841,5233,703,756,14720,3.09
POST-0753,2025-08-29,IG,LIVE STREAM,Community,Australia,Sydney,,151.0689,25-34,Positive,562101,345599,44811,9078,6759,16828,17.55
POST-0983,08-May-2025,LINKEDIN,Live Stream,Community, CANADA,Toronto,43.7616,-79.5024,25-34,Positive,165014,137757,1170,239,106,5743,1.1
POST-0849,25-Oct-2025,LinkedIn,Live,Launch,australia,Sydney,-33.6997,151.0479,35-44,Negative,294883,49553,21775,3095,464,2845,51.13
POST-0093,01/07/2025,You Tube,Video ,community engagement,,New York,40.6423,-73.878,35-44,Negative,759279,433087,40872,2728,4331,23190,11.07
POST-0387,06/29/2025,youtube,short,Launch,australia,Sydney,-34.0813,151.1134,45-54,Positive,768891,154839,71054,15111,4631,7531,58.64
POST-0778,03/04/2025,TIKTOK,reel,Awareness, Nigeria ,Lagos,6.4811,3.1261,18-24,Negative,591652,118563,36139,4887,1132,7538,35.56
POST-0624,26/08/2025,IG,LIVE STREAM,Brand Awareness,United Kingdom,London,51.2823,-0.0347,35-44,Positive,463092,73752,12404,1086,957,1075,19.59
POST-0464,02/10/2025,IG,Image,Awareness,ghana,Accra,5.7557,-0.1532,55+,Positive,543395,325942,,740,432,18640,1.75
POST-0265,07/08/2025,X,Carousel,Community Engagement,FR,Paris,48.9517,2.5188,35-44,Negative,330125,275853,28347,2050,775,14829,11.3
POST-0582,11/04/2025,x ,Short,Product Launch,SA,Cape Town,-33.8143,18.1669,45-54,Neutral,259516,202561,30445,2831,2496,1294,
POST-0846,2025-03-08,Twitter,video,Customer Education,GH,Accra,5.8825,-0.108,18-24,Positive,342985,221649,6692,945,648,3208,3.74
POST-0533,2025-11-25,instagram,,Education,Canada,Toronto,43.3553,-79.1928,55+,Neutral,354967,241199,35192,3158,4561,11161,999
POST-0595,02/22/2025,TikTok,Live,,france,Paris,48.6538,2.5791,25-34,Neutral,679976,358557,65973,6883,4023,22425,21.44
POST-0188,07-Apr-2025,twitter,Text,Community, Nigeria ,Lagos,6.4907,3.466,25-34,Negative,334814,274389,2513,277,113,2955,
POST-0358,19/02/2025,TIKTOK,Carousel ,Influencer,germany,Berlin,52.3464,13.5236,18-24,Negative,540547,306118,12999,2178,662,18248,5.17
POST-0688,11/12/2025,Instagram,Video ,Customer Education,canada,Toronto,43.3553,-79.3481,18-24,Neutral,464870,301717,12250,2162,1947,4915,5.42
POST-0938,2025-10-14,Linked In,Text Post,Brand Awareness ,South Africa,Cape Town,-34.1359,18.3823,55+,Positive,278823,223041,9503,962,419,3738,4.88
POST-0171,15-Jul-2025,You Tube,Live,community engagement,france,Paris,49.0727,2.5883,55+,Positive,420055,333889,21325,1575,1574,,7.33
POST-0428,24-Feb-2025,You Tube,Carousel ,Awareness,SA,Cape Town,-34.0009,18.2819,25-34,Negative,760006,325469,33878,3055,3320,3218,12.37
POST-0743,28/07/2025,LINKEDIN,Live,Brand Awareness,INDIA,Mumbai,19.0405,73.0443,25-34,Positive,164959,65925,9978,2142,784,4922,19.57
POST-0629,23/01/2025,YT,Short,Customer Education, Nigeria ,Lagos,6.2561,3.1143,25-34,Positive,901002,162226,44370,3340,5544,9646,32.83
POST-0156,04/05/2025,linkedin,Carousel,Influencer,nigeria,Lagos,,3.2177,45-54,Positive,171564,60500,12826,849,309,4717,23.11
POST-0627,2025-01-08,Twitter,Reel,Community Engagement,DE,Berlin,52.4797,13.2567,35-44,Neutral,151297,127875,15353,1452,1522,9976,14.33
POST-0769,01/15/2025,Instagram,video,Launch,Ghana,Accra,5.4594,-0.033,18-24,Negative,633021,144810,28224,5624,3793,5439,25.99
POST-0727,04-Feb-2025,Facebook,Text Post ,Community Engagement,france,Paris,48.8122,2.4149,55+,Positive,196681,117786,3871,,172,7122,4.15
POST-0414,2025-11-06,YT,REEL,product launch,Ghana,Accra,5.5717,-0.2578,35-44,Positive,958820,481477,40381,2055,5809,20611,10.02
POST-0807,2025-03-30,Twitter,Short,Influencer,Nigeria,Lagos,6.6274,3.1391,45-54,Neutral,256705,86221,28049,2612,4449,3027,40.72
POST-0386,16-Jun-2025,twitter,carousel,customer education,U.K.,London,51.7044,-0.3668,35-44,Negative,243124,57676,15359,2369,1959,2704,34.13
POST-0808,29-Dec-2025,LINKEDIN,Live,customer education,FR,Paris,49.0388,2.0659,45-54,Negative,216996,166442,6185,1138,405,2326,4.64
POST-0659,07/12/2025,linkedin,Image,Seasonal Promo,australia,Sydney,-33.763,151.3943,25-34,Negative,275458,220669,15856,3167,584,4132,8.89
POST-0826,23/07/2025,linkedin,reel,Education, Nigeria ,Lagos,6.2517,3.1139,25-34,Neutral,217784,150234,4468,820,451,8239,3.82
POST-0163,02/04/2025,facebook,video,community engagement,india,Mumbai,19.0535,73.0662,55+,Neutral,315642,129134,27630,1671,1841,6155,24.12
POST-0549,08/05/2025,facebook,,Influencer,ghana,Accra,5.8088,,25-34,Neutral,363369,277644,38913,3239,4433,17991,16.78
POST-0515,14/01/2025,Instagram,Live,Product Launch ,America,New York,40.9533,-73.7675,18-24,Negative,387941,71763,32240,4426,1419,654,53.07
POST-0796,2025-06-03,YouTube,text post,customer education,NIGERIA,Lagos,6.5682,3.5344,18-24,Negative,889985,550203,39531,3932,6216,12684,9.03
POST-0234,05/01/2025,TikTok,Video ,,AUS,Sydney,-33.9311,151.4312,55+,Positive,660206,421022,56137,9909,6471,8152,17.22
POST-0947,29-Aug-2025,X,Photo,Launch,America,New York,40.88,-73.9142,55+,Neutral,317073,194750,9967,1761,537,5281,6.3
POST-0091,24/02/2025,TikTok,image,Influencer Campaign,United States,New York,40.8191,-74.1499,45-54,Neutral,555621,249973,7809,815,998,9936,3.85
POST-0044,08/16/2025,x ,Video ,Education, CANADA,Toronto,43.4362,-79.5332,55+,Positive,237501,69966,20425,3698,1077,5416,36.02
POST-0276,03/03/2025,YouTube,live stream,product launch,canada,Toronto,43.5215,-79.4726,18-24,Positive,950393,215485,41694,3723,1955,1362,21.98
POST-0774,15-Sep-2025,TikTok ,Video ,Product Launch,,London,51.5933,-0.2198,18-24,Neutral,594462,328977,18429,2789,772,7719,6.68
POST-0641,05/28/2025,TikTok,short,Launch,NIGERIA,Lagos,6.335,3.3177,45-54,Negative,792712,155056,55302,2534,2466,5715,38.89
POST-0633,20-Jan-2025,Tik Tok,image,Brand Awareness ,ghana,Accra,5.3367,-0.4177,25-34,Neutral,462345,280393,21434,4124,1207,1820,9.55
POST-0098,01/11/2025,linkedin,Image ,Brand Awareness,india,Mumbai,18.8993,72.6917,55+,Neutral,239320,183843,5883,346,399,3137,3.61
POST-0201,2025-01-19, Insta,Text,Seasonal Promo,australia,Sydney,-33.7986,151.121,18-24,Negative,639501,277797,26376,5255,1133,7899,11.79
POST-0931,09/17/2025,FB,Image ,Influencer Campaign,France,Paris,49.0673,2.1078,25-34,Positive,536602,99453,41759,9124,3757,2488,54.94
POST-0963,2025-07-31,TikTok,Image,influencer campaign,Germany,Berlin,52.3886,13.1236,45-54,Negative,487025,111567,25216,,1031,6629,25.6
POST-0810,10-Oct-2025,facebook,Photo,seasonal promotion,United States,New York,40.6115,-73.7085,18-24,Negative,406054,62547,3527,268,142,3340,6.29
POST-0675,2025-01-19,Facebook,CAROUSEL,seasonal promotion,India,Mumbai,18.947,72.9304,35-44,Neutral,273634,178439,1537,157,190,11702,1.06
POST-0323,04/10/2025,TikTok,Text Post,influencer campaign,Germany,Berlin,52.8189,13.1828,18-24,Positive,,428876,9381,1369,485,30718,2.62
POST-0587,2025-09-19,TikTok ,carousel,Awareness,Australia,Sydney,-33.7451,150.9467,25-34,Negative,994392,561701,42099,7938,3236,43957,9.48
POST-0576,10/19/2025,Instagram,REEL,Education,US,New York,40.9811,-74.208,35-44,Neutral,602472,462016,31383,4546,847,24965,7.96
POST-0446,17-Jun-2025,TikTok ,Short,Customer Education,GH,Accra,5.5181,-0.1438,35-44,Positive,517746,340844,53578,3113,1688,5539,17.13
POST-0274,06-Jul-2025,TIKTOK,Image ,Promo,INDIA,Mumbai,18.8954,72.8653,45-54,Neutral,,712637,60848,8309,3512,38639,10.2
POST-0405,11/21/2025,TikTok ,Carousel ,Product Launch,canada,Toronto,43.6226,-79.4234,45-54,Negative,618352,297530,43527,4520,6864,15364,18.46
POST-0559,17/05/2025,facebook,Photo,Community,nigeria,Lagos,6.2869,,18-24,Neutral,197503,117511,5222,1146,801,5730,6.1
POST-0616,03/04/2025,,LIVE STREAM,brand awareness,germany,Berlin,52.2766,13.6588,45-54,Negative,916290,748311,84015,,2648,55030,12.58
POST-0708,2025-11-09,LINKEDIN,Live Stream,community engagement,INDIA,Mumbai,19.3096,73.0008,45-54,Neutral,77562,63000,3572,427,239,4555,6.73
POST-0130,2025-10-04,LinkedIn,Video ,Community Engagement,ghana,Accra,5.7632,0.0591,55+,Neutral,195093,97759,19739,3542,2188,3204,26.05
POST-0568,03/18/2025,Linked In,video,Community,nigeria,Lagos,6.3035,,35-44,Negative,262812,168990,3862,294,208,12327,2.58
POST-0198,05-Mar-2025,You Tube,image,Seasonal Promotion,Germany,Berlin,52.7569,13.5865,18-24,Negative,905796,574685,12023,775,1523,26886,2.49
POST-0828,15/10/2025,Twitter,short,community engagement,DE,Berlin,52.2822,13.5911,25-34,Positive,323079,239193,16592,738,736,4451,7.55
POST-0118,04/13/2025,LinkedIn,Video ,Product Launch,U.K.,London,51.623,-0.3994,35-44,Negative,94895,28744,8139,561,489,1953,31.97
POST-0847,25/05/2025,youtube,SHORT,community engagement,Nigeria,Lagos,6.3311,3.4711,45-54,Negative,996995,626186,59817,11334,5044,8329,12.17
POST-0419,13-Sep-2025,,video,, CANADA,Toronto,43.6941,-79.5875,25-34,Neutral,521459,245361,25045,4400,3729,,13.52
POST-0228,03/04/2025,FB,image,community engagement, united kingdom,London,51.4395,0.1125,45-54,Negative,305304,105660,3073,147,268,4113,3.3
POST-0934,2025-03-28,twitter,short,Product Launch ,germany,Berlin,52.647,13.4355,55+,Negative,203484,134709,23667,1424,3676,10736,21.35
POST-0251,23-Jan-2025,TikTok,Image,Community Engagement,US,New York,40.4392,-73.7747,45-54,Positive,379184,,11072,1692,1189,10531,
POST-0527,10/11/2025,Tik Tok,Carousel ,Influencer Campaign,AUS,Sydney,-33.8885,151.3532,18-24,Positive,945259,327179,33935,2974,3120,4664,12.23
POST-0483,2025-04-25,FB,Live Stream,brand awareness,AUS,Sydney,-33.7798,150.9574,35-44,Positive,520961,86324,24464,2698,3521,788,35.54
POST-0547,09-Sep-2025,LINKEDIN,Short,Brand Awareness,FR,Paris,49.0241,2.1835,18-24,Positive,143569,83557,3615,358,182,5609,4.97
POST-0074,06/03/2025, Facebook,Carousel ,Community,USA,New York,40.8218,-73.9759,25-34,Neutral,373855,93342,20661,3412,1798,3254,27.72
POST-0623,05/15/2025,TikTok,reel,Influencer Campaign,australia,Sydney,-33.6058,151.2863,35-44,Negative,,362599,85850,8974,13386,6157,29.84
POST-0200,29/04/2025,Tik Tok,Video,customer education,AUS,Sydney,-34.0118,151.1155,18-24,Neutral,865553,418614,8760,1513,1193,2932,2.74
POST-0129,07-Nov-2025,YouTube,Live,brand awareness,australia,Sydney,-33.6729,151.2726,55+,Positive,716793,515324,60279,8930,7911,9606,14.97
POST-0175,24-Jul-2025,twitter,Short,brand awareness,australia,Sydney,-33.8025,151.3005,18-24,Neutral,260609,165511,24014,3262,,6718,17.54
POST-0740,02-Sep-2025,tiktok,Image,Community Engagement,france,Paris,48.6069,2.2238,18-24,Positive,644688,278590,4385,672,381,8398,1.95
POST-0492,12/06/2025,Twitter,Carousel,community engagement,UK,London,51.419,0.0615,25-34,Negative,428968,155402,29098,3207,3546,6099,23.07
POST-0581,19/11/2025, Insta,Short,Promo,U.K.,London,51.297,-0.3598,35-44,Negative,445466,168885,32796,4968,1812,8421,23.43
POST-0002,23/10/2025, Insta,VID,Community,DE,Berlin,52.3669,13.3824,55+,Positive,531183,175956,43015,2075,2232,1932,26.89
POST-0915,11/22/2025,TikTok ,image,Education,DE,Berlin,52.6215,13.1809,45-54,Positive,541071,404130,19963,1491,2216,27825,5.86
POST-0534,10-Aug-2025,YouTube,Carousel,Community Engagement,FR,Paris,48.7179,2.4234,35-44,Negative,504470,298914,20341,1150,443,22033,7.34
POST-0146,08/28/2025,youtube,Reel,influencer campaign,Germany,Berlin,52.615,13.4284,45-54,Negative,772575,183139,83913,12399,11787,8211,59.03
POST-0166,10/23/2025,Instagram ,SHORT,community engagement,U.K.,London,51.5516,-0.3248,55+,Neutral,540724,178003,42917,3337,2063,7996,27.14
POST-0818,2025-11-21,Instagram ,Live,Seasonal Promotion,Nigeria,Lagos,6.4314,3.4307,45-54,Neutral,527271,178749,16869,3084,801,960,11.61
POST-0949,09-Aug-2025,Instagram,Reel,Education,South Africa,Cape Town,,18.4939,18-24,Neutral,508464,118270,48141,3726,6751,3337,49.56
POST-0539,2025-10-15,YT,Video ,Brand Awareness,Germany,Berlin,52.4974,13.5908,18-24,Neutral,828272,635047,90568,13573,12510,8376,18.37
POST-0197,05/23/2025,tiktok,Live,Brand Awareness,America,New York,40.6327,-73.9524,25-34,Neutral,493970,83918,39246,5899,3559,5577,
POST-0744,06/04/2025,TikTok ,VID,Promo,United Kingdom,London,51.4826,-0.3054,18-24,Neutral,,576543,99130,9188,8830,39941,20.32
POST-0829,27-Oct-2025,facebook,carousel,Seasonal Promotion,Nigeria,Lagos,6.5369,3.5576,35-44,Positive,377178,215613,27155,1803,1809,6028,14.27
POST-0211,05/29/2025,facebook,text post,seasonal promotion,U.K.,London,51.8052,0.136,18-24,Positive,358726,65499,5508,798,609,2630,10.56
POST-0048,2025-07-02,You Tube,Carousel,Community Engagement,India,Mumbai,19.1033,72.7704,35-44,Neutral,697531,271098,53659,5352,2008,19440,22.51
POST-0504,2025-02-01,LINKEDIN,image,Community,France,Paris,48.9423,2.1527,35-44,Negative,229606,182182,4626,416,288,9729,2.93
POST-0203,22-Jun-2025,Linked In,Carousel,Seasonal Promotion,Canada,Toronto,43.7083,-79.5192,45-54,Positive,126424,55408,4236,638,300,2342,9.34
POST-0368,18-Sep-2025,x ,video,Seasonal Promotion,DE,Berlin,52.3462,13.5081,45-54,Positive,263321,160960,15551,1122,1966,1946,11.58
POST-0686,2025-05-13,x ,image,Product Launch ,INDIA,Mumbai,19.2965,72.9687,25-34,Positive,411342,121450,7796,1098,301,2099,7.57
POST-0584,25/07/2025,TikTok ,CAROUSEL,Community,Ghana,Accra,5.738,-0.3532,18-24,Neutral,771028,179297,31967,3944,3862,6391,22.18
POST-0399,2025-04-13,TIKTOK,short,Launch,AUS,Sydney,-33.7365,151.3437,18-24,Negative,621738,162812,25073,1290,1147,8848,16.9
POST-0020,2025-06-22,youtube,short,Influencer,france,Paris,49.0324,2.108,35-44,Negative,790793,299728,49906,4915,4404,7306,19.76
POST-0256,18-Sep-2025,linkedin,Image ,Education,DE,Berlin,,13.6099,45-54,Neutral,281327,112894,14804,1573,415,4154,14.87
POST-0375,2025-10-30, Insta,Text Post ,product launch,,Paris,49.0386,2.2924,35-44,Positive,621202,417648,29676,5057,1099,5858,8.58
POST-0879,2025-11-01,Linked In,Text Post,customer education,germany,Berlin,52.6549,13.2348,18-24,Negative,235816,110740,8797,616,768,5617,9.19
POST-0738,25-Dec-2025, Insta,image,customer education,INDIA,Mumbai,19.0572,73.1273,35-44,Neutral,537415,,5266,912,366,1554,2.18
POST-0857,2025-09-16,facebook,live stream,community engagement, united kingdom,London,51.7702,-0.0947,45-54,Negative,346435,232335,5715,309,341,13929,2.74
POST-0418,15-Jan-2025,TIKTOK,Carousel ,Awareness,Australia,Sydney,-33.7801,151.0472,25-34,Negative,712715,296599,39397,6195,3610,5594,16.59
POST-0158,06-May-2025,LinkedIn,Reel,Seasonal Promo,United Kingdom,London,51.6408,-0.3597,55+,Positive,253755,172189,30988,1458,2300,13292,20.18
POST-0271,08/28/2025,TikTok ,Text Post ,Product Launch ,Germany,Berlin,52.7973,13.3594,45-54,Neutral,670130,229711,32941,6543,4412,15929,19.11
POST-0888,12/29/2025,Instagram,live stream,seasonal promotion,U.K.,London,51.6028,0.151,25-34,Neutral,372412,164893,28812,3578,4495,3917,22.37
POST-0165,17-Feb-2025,LINKEDIN,Image,Customer Education,canada,Toronto,43.9126,-79.271,45-54,Positive,121542,57481,8856,599,598,4054,17.49
POST-0755,07/25/2025,youtube,Text Post,Brand Awareness,US,New York,40.6434,-73.7238,45-54,Neutral,409991,228138,14712,2825,2168,15915,8.64
POST-0190,03/17/2025,facebook,Image,community engagement,DE,Berlin,52.6201,13.5847,35-44,Negative,379535,79204,14662,3160,1388,544,24.25
POST-0459,2025-09-12,LinkedIn,LIVE STREAM,Education,GH,Accra,5.4298,-0.4205,35-44,Positive,275551,70150,6660,569,252,3722,10.66
POST-0409,05/09/2025,,REEL,Customer Education,france,Paris,48.9754,2.4155,35-44,Neutral,213822,143396,17934,3842,990,1412,15.88
POST-0995,26/07/2025,FB,Text Post,Seasonal Promo,FR,Paris,49.0156,2.5092,25-34,Neutral,349004,101136,15482,995,326,4393,16.61
POST-0080,22-Apr-2025,LINKEDIN,Reel,community engagement,South Africa,Cape Town,-33.8552,18.595,55+,Neutral,118679,40033,2332,441,291,3200,7.65
POST-0110,2025-01-25,LinkedIn,Reel,Community Engagement,United Kingdom,London,51.6781,-0.129,55+,Positive,200691,93584,11278,1223,1089,1542,14.52
POST-0349,2025-06-08,instagram,carousel,Community,America,New York,40.5062,-73.9648,35-44,Positive,467878,341434,13341,1890,1040,8692,4.77
POST-0841,03-Oct-2025,LINKEDIN,live stream,Launch,AUS,Sydney,-33.6988,151.0629,25-34,Negative,206575,97533,7207,465,490,6593,8.37
POST-0441,10-May-2025, Facebook,image,brand awareness,Australia,Sydney,-33.6084,151.4305,25-34,Neutral,238556,195740,7840,602,299,4580,4.47
POST-0882,05/29/2025,instagram,LIVE STREAM,Product Launch ,Germany,Berlin,52.3142,13.5438,18-24,Positive,832725,138864,,682,652,5372,13.1
POST-0213,28/01/2025,x ,Short,Influencer,Australia,Sydney,-33.7188,151.4028,25-34,Negative,332240,145718,3832,332,455,11605,3.17
POST-0799,09/11/2025,X,REEL,Influencer,australia,Sydney,,151.1945,18-24,Neutral,340852,202652,36666,5514,4245,15314,22.91
POST-0864,22/04/2025, Insta,Text Post ,Brand Awareness,USA,New York,40.5088,-73.7198,55+,Negative,358618,170242,9693,1353,1240,8693,7.22
POST-0892,18-Jun-2025,x ,CAROUSEL,seasonal promotion,Australia,Sydney,-33.6407,151.3209,18-24,Negative,393289,184127,23772,4362,715,5193,15.67
POST-0493,2025-10-21,LINKEDIN,short,product launch,south africa,Cape Town,-34.1636,18.6404,45-54,Neutral,202303,102996,3329,540,219,3125,3.97
POST-0869,11/26/2025,Instagram,Video,Influencer,france,Paris,48.5639,2.442,18-24,Neutral,482084,385496,11764,948,296,2543,3.37
POST-0990,2025-05-26,You Tube,CAROUSEL,Influencer Campaign,DE,Berlin,52.4696,13.6428,18-24,Neutral,644245,212970,10250,1358,417,10437,5.65
POST-0922,04/12/2025,Facebook,Image,Influencer Campaign,Germany,Berlin,52.3424,13.2866,35-44,Negative,364271,59968,11481,1640,1166,420,23.82
POST-0001,2025-02-22,X,VID,product launch,America,New York,40.4708,-73.7975,45-54,Negative,283937,150403,4780,391,498,8828,3.77
POST-0503,24/10/2025,YouTube,Image ,community engagement,America,New York,40.6224,-74.1796,35-44,Negative,676429,261063,37637,8091,1462,15582,18.08
POST-0077,05/05/2025,Instagram,short,Community Engagement,United States,New York,40.8925,-73.9839,18-24,Neutral,433215,251145,24028,2959,3164,4766,
POST-0300,2025-09-09,Instagram,Text,Product Launch ,Nigeria,Lagos,6.3194,3.5242,18-24,Negative,585416,160120,13710,1749,1475,5843,10.58
POST-0933,05/04/2025,LinkedIn,video,Promo, united kingdom,London,51.4638,-0.23,45-54,Negative,251288,117079,,1227,2062,4654,16.98
POST-0692,25-Aug-2025,facebook,SHORT,Launch,FR,Paris,48.9906,2.3975,55+,Negative,374006,83471,5506,729,496,6459,8.06
POST-0771,02-Dec-2025,Tik Tok,VID,Influencer Campaign,SA,Cape Town,-33.901,18.6747,45-54,Neutral,676999,122672,48913,2477,4888,8270,45.88
POST-0319,2025-02-02,Twitter,video,community engagement,FR,Paris,49.0418,2.1676,18-24,Positive,271788,152953,26068,1384,3307,10408,20.11
POST-0567,2025-11-17,IG,CAROUSEL,Influencer Campaign,United States,New York,40.8995,-74.2951,18-24,Positive,451637,356959,29325,,2911,10946,9.47
POST-0732,13/02/2025,YT,live stream,Influencer Campaign,USA,New York,40.906,-74.0645,35-44,Negative,594067,496864,4970,397,339,23324,1.15
POST-0696,01-Sep-2025,X,reel,Community Engagement,GH,Accra,5.599,,35-44,Neutral,181006,137687,19667,4041,2858,2081,19.29
POST-0250,08/14/2025,youtube,Video,community engagement,USA,New York,40.6376,-74.1629,18-24,Neutral,463228,235587,11897,2005,1724,8988,6.63
POST-0075,11/21/2025,Facebook,short,community engagement,US,New York,40.5126,-73.9384,45-54,Neutral,356428,300544,31352,5707,951,12305,12.65
POST-0530,01/09/2025, Facebook,video,influencer campaign, Nigeria ,Lagos,6.8173,3.3958,55+,Positive,248457,146218,13487,2443,472,7869,11.22
POST-0805,07/01/2025,Facebook,REEL,Product Launch,United States,New York,40.9628,-73.7233,35-44,Negative,413040,73244,49800,8916,4722,1520,86.61
POST-0035,04-Jun-2025,linkedin,Reel,Community,south africa,Cape Town,-34.1654,18.5452,55+,Negative,211405,42029,26179,5039,2085,2455,79.24
POST-0031,02/16/2025,Instagram,Carousel ,Awareness,America,New York,40.9932,-73.8232,18-24,Neutral,483939,187321,10678,1938,1523,7986,7.55
POST-0786,25/12/2025,FB,Video ,Customer Education,ghana,Accra,5.4437,-0.1281,25-34,Negative,323333,213241,13218,2623,387,16762,7.61
POST-0137,13/05/2025,Twitter,Text Post,customer education,ghana,Accra,5.4213,-0.007,18-24,Positive,247366,119750,6487,975,462,2489,6.62
